Year,FSCS ID,Town,Library,Mailing Address,Street Address,County,Phone Number,Hours per Week,FY Ends,Population,Hours MLS,ALA MLS,Hours Librarian,FTE Librarians,Hours other,Other Staff,Total Hours,Total FTE,Weekly Volunteer Hrs,Square Feet,Cap. Revenue - Local Taxes,Cap. Revenue - State,Cap. Revenue - Federal, Cap. Revenue - Other ,Total Cap. Revenue , Local Tax , Per Capita Tax ,Other Income, Total Income , State Grant  , Federal Grant , Other Grant , Total Grants , Fee Revenue, Book Expense , E Expense, AV Expense,Total Media Expense , Per Capita Expense, Salaries , Employee Benefits , Total Staff Expense , Other Expense , Total Operating Expense , PC Total Expense ,Grant Expense, Capital Expense ,Adult Books,Juvenile Books,Books,Per Capita Books,E Books,Adult Video,Juvenile Video,Video,Adult Audio,Juvenile Audio,Audio,Total Holdings,Adult Subscriptions,Juvenile Subscriptions,Subscriptions,Databases,E serials,Adult Borrowers,Juvenile Borrowers,Borrowers,% of population who borrow,Visits,Per Capita Visits,Reference Trans.,Per Capita Reference Trans.,Adult Circulation,Juvinile Circulation,Total Circulation,Per Capita Circulation,Collection Turnover,Library Loans Out,Library Loans In,Adult Programs,Juvenile Programs,Young Adult Programs,Total Programs,Adult Prog. Attend.,Juvenile Prog. Attend.,Young Adult Prog. Attend.,Total Program Attendance,Per Capita Prog. Attend.,Home Deliveries,Day Care Deliveries,Other Deliveries,Number of Computers,Public Computers,Computer Trained,Computer Users per Week,Wireless Users per Week,Internet Type,filtered?,Name of filtering program,Meets Standards?,Library Type,Automated?,Automation Vendor,Location 1,ZIP+4,Web address,City
2011-2012,VT0070,HARDWICK,Jeudevine Memorial,PO Box 536,93 N. Main St.,Caledonia,(802) 472-5948,29.84615385,06/30/2012,3041,35,0.875,29,0.725,10,0.25,39,0.975,8,987,$17856.00,$0.00,$0.00,$0.00,$17856.00,$82864.00,$27.25,$7640.00,$90504.00,$2600.00,$148.00,$11600.00,$14348.00,N/A,$5350.00,$613.00,$1200.00,$7163.00,$2.36,$47567.00,$16795.00,$64362.00,$15385.00,$86910.00,$28.58,$14200.00,"$17,876 ",N/A,N/A,12279,4.04,0,N/A,N/A,785,N/A,N/A,528,13592,36,6,42,25,0,1293,704,1997,65.67%,15080,4.96,2288,0.75,0,N/A,16024,5.27,1.18%,60,299,53,229,36,318,611,2234,229,3074,1.01,5,0,0,14,10,160,94,24,high speed,No,N/A,y-86,Municipal,Yes,Library World,"93 N. Main St.
Hardwick, VT 05843
(44.5056811340005, -72.36523337799963)",536,www.jeudevinememoriallibrary.org,Hardwick
2011-2012,VT0030,CABOT,Cabot Public,PO Box 6,3084 Main St.,Washington,(802) 563-2721,25,12/31/2011,1397,0,0,35,0.875,0,0,35,0.875,5,1300,$0.00,$0.00,$0.00,$0.00,$0.00,$50419.00,$36.09,$744.00,$51163.00,$100.00,$50.00,$2000.00,$2150.00,$0.00,$4782.00,$100.00,$1544.00,$6426.00,$4.60,$30736.00,$7058.00,$37794.00,$6872.00,$51092.00,$36.57,$0.00,$0 ,2732,3303,6035,4.32,0,N/A,N/A,345,314,120,434,6814,N/A,N/A,25,1,0,N/A,N/A,284,20.33%,4940,3.54,1040,0.74,N/A,N/A,9787,7.01,1.44%,16,293,58,114,N/A,172,N/A,N/A,N/A,1728,1.24,1,0,0,4,3,N/A,23,10,high speed,No,N/A,y-86,Municipal,Yes,Library World,"3084 Main St.
Cabot, VT 05647
(44.40232718600049, -72.31120890499966)",6,https://sites.google.com/site/cabotpubliclibrary/,Cabot
2011-2012,VT0025,BROOKFIELD,Brookfield Free Public,40 Ralph Rd.,40 Ralph Rd.,Orange,(802) 276-3358,14,12/31/2011,1098,0,0,16,0.4,0,0,832,20.8,1,527,$0.00,$0.00,$0.00,$0.00,$0.00,$15250.00,$13.89,$250.00,$15500.00,$0.00,$328.00,$2000.00,$2328.00,N/A,$2450.00,$200.00,$225.00,$2875.00,$2.62,$10750.00,$1225.00,$11975.00,$1450.00,$16300.00,$14.85,$0.00,$0 ,2425,2200,4625,4.21,0,130,110,240,140,14,154,5019,18,6,24,1,0,N/A,N/A,345,31.42%,1664,1.52,260,0.24,N/A,N/A,3010,2.74,0.6%,8,98,9,30,2,41,115,495,28,638,0.58,0,52,0,1,1,5,4,2,high speed,No,n/a,y-86,Municipal,No,n/a,"40 Ralph Rd.
Brookfield, VT 05036
(44.04322723600046, -72.60283777999967)",469,www.brookfieldvt/library,Brookfield
2011-2012,VT0104,NEWBURY/WELLS RIVER,Baldwin Memorial,PO Box 337,33 Main St.,Orange,(802) 757-2693,20,12/31/2011,1108,0,0,26,0.65,2,0.0375,28,0.6875,4,1716,$0.00,$0.00,$0.00,$0.00,$0.00,$28000.00,$25.28,$6207.00,$34207.00,$100.00,$105.00,$0.00,$205.00,N/A,$5470.00,$0.00,$0.00,$5470.00,$4.94,$18232.00,$1126.00,$19358.00,$9872.00,$34700.00,$31.33,$205.00,$0 ,9186,3777,12963,11.7,0,N/A,N/A,925,N/A,N/A,595,14483,25,5,30,25,0,N/A,N/A,1140,102.93%,7436,6.71,728,0.66,N/A,N/A,10224,9.23,0.71%,67,418,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,0,4,3,N/A,27,5,high speed,No,n/a,y-86,Incorporated,No,n/a,"33 Main St.
Wells River, VT 05081
(44.15351353300048, -72.04688185399965)",337,N/A,Wells River
2011-2012,VT0120,POWNAL,Solomon Wright Public,PO Box 400 ,97 Main St.,Bennington,(802) 823-5400,22,06/30/2012,3528,0,0,20,0.5,0,0,20,0.5,30,3876,$0.00,$0.00,$0.00,$288688.00,$288688.00,$15000.00,$4.25,$2241.00,$17241.00,$0.00,$55.00,$0.00,$55.00,N/A,$4425.00,$125.00,$125.00,$4675.00,$1.33,N/A,N/A,$0.00,$11636.00,$16311.00,$4.62,$0.00,"$195,715 ",N/A,N/A,13900,3.94,0,50,20,70,50,20,70,14040,16,2,18,24,0,N/A,N/A,972,27.55%,3744,1.06,1560,0.44,N/A,N/A,3580,1.01,0.25%,5,120,3,1,0,4,115,60,N/A,175,0.05,3,0,3,10,9,20,35,6,high speed,No,NA,y-86,Incorporated,Yes,Library World,"97 Main St.
Pownal, VT 05261
(42.767531678000466, -73.24097751599965)",400,www.solomonwrightlibrary.org,Pownal
2011-2012,VT0081,JOHNSON,Johnson Public,PO Box 601,7 Library Dr.,Lamoille,(802) 635-7141,31,06/30/2012,3409,0,0,26,0.65,17,0.425,43,1.075,2,2400,$0.00,$0.00,$0.00,$0.00,$0.00,$52112.00,$15.29,$18015.00,$70127.00,$100.00,$55.00,$9605.00,$9760.00,N/A,$6947.00,$357.00,$1018.00,$8322.00,$2.44,$43026.00,$14721.00,$57747.00,$14104.00,$80173.00,$23.52,$2345.00,$0 ,4478,5097,9575,2.81,1604,157,222,379,347,188,535,10489,30,2,32,1,0,814,47,861,25.26%,12740,3.74,1040,0.31,6691,8582,15273,4.48,1.46%,159,139,16,66,12,94,120,1476,123,1719,0.5,2,3,0,7,5,0,105,20,high speed,No,0,y-86,Municipal,Yes,KOHA,"7 Library Dr.
Johnson, VT 05656
(44.63468346900049, -72.68199068699965)",601,johnsonpubliclibrary.wordpress.com/,Johnson
2011-2012,VT0090,MANCHESTER,Mark Skinner,PO Box 438,48 West Rd.,Bennington,(802) 362-2607,38,07/31/2012,4363,20,0.5,175,4.375,0,0,175,4.375,26,7725,$0.00,$0.00,$0.00,$195000.00,$195000.00,$153200.00,$35.11,$134015.00,$296715.00,$0.00,$0.00,$844.00,$844.00,$9500.00,$0.00,$0.00,$0.00,$26342.00,$6.04,$0.00,$0.00,$189199.00,$138022.00,$353563.00,$81.04,$0.00,"$93,000 ",12962,5477,18439,4.23,0,1219,210,1429,830,81,911,20779,40,1,41,27,0,3177,1008,4185,95.92%,24960,5.72,9360,2.15,36696,11061,47757,10.95,2.3%,466,431,97,70,3,170,2551,1617,28,4196,0.96,81,50,0,23,12,130,145,49,high speed,No,n/a,y-86,Incorporated,Yes,Follett Destiny,"48 West Rd.
Manchester, VT 05254
(43.16422834100047, -73.07200254199967)",438,www.markskinnerlibrary.org,Manchester
2011-2012,VT0122,PUTNEY,Putney Public,55 Main St.,55 Main St.,Windham,(802) 387-4407,40.5,06/30/2012,2688,0,0,35,0.875,56,1.4,91,2.275,0,4200,$0.00,$0.00,$0.00,$0.00,$0.00,$109000.00,$40.55,$9184.00,$123464.00,$0.00,$60.00,$0.00,$60.00,$5280.00,$8036.00,$1150.00,$2948.00,$12134.00,$4.51,$72620.00,$26122.00,$98742.00,$32348.00,$143224.00,$53.28,$0.00,$0 ,N/A,N/A,22219,8.27,0,N/A,N/A,1879,N/A,N/A,1474,25572,16,2,18,25,0,N/A,N/A,1882,70.01%,52000,19.35,3224,1.2,N/A,N/A,32321,12.02,1.26%,52,526,52,42,N/A,94,N/A,N/A,N/A,0,0,13,4,N/A,13,7,N/A,240,N/A,high speed,No,N/A,y-86,Municipal,Yes,Follett,"55 Main St.
Putney, VT 05346
(42.96954338800049, -72.52244834999965)",8318,http://home.svcable.net/putpub,Putney
2011-2012,VT0056,FAIRFIELD,Bent Northrup Memorial,164 Park St.,164 Park St.,Franklin,(802) 827-3945,33.5,12/31/2011,1979,0,0,34,0.8375,5,0.125,39,0.9625,0,4100,$405007.00,$0.00,$0.00,$0.00,$405007.00,$11065.00,$5.59,$1288.00,$12353.00,$100.00,$50.00,$458.00,$608.00,$0.00,$7066.00,$661.00,$0.00,$7727.00,$3.90,$29853.00,$2075.00,$31928.00,$29139.00,$68794.00,$34.76,$0.00,"$348,213 ",N/A,N/A,7726,3.9,0,0,0,0,35,4,39,7765,11,1,12,24,0,741,495,1236,62.46%,9360,4.73,312,0.16,N/A,N/A,4448,2.25,0.57%,70,190,15,40,0,55,137,498,0,635,0.32,0,0,0,11,10,N/A,N/A,N/A,high speed,Yes,Keyword Filtered,y-86,Municipal,Yes,KOHA,"164 Park St.
Fairfield, VT 05455
(44.79975226100049, -72.94683650899964)",5408,www.bentnorthrop.org,Fairfield
2011-2012,VT0118,POMFRET,Abbott Memorial,PO Box 95,15 Library Street,Windsor,(802) 457-2236,21.57692308,12/31/2011,968,0,0,16,0.4,16,0.39375,32,0.79375,6,1272,$0.00,$0.00,$0.00,$4342.00,$4342.00,$32840.00,$33.93,$7957.00,$40797.00,$0.00,$50.00,$0.00,$50.00,$0.00,$1830.00,$589.00,$796.00,$3215.00,$3.32,$24685.00,$1894.00,$26579.00,$11368.00,$41162.00,$42.52,$1000.00,"$5,627 ",2200,3200,5400,5.58,0,102,145,247,160,75,235,5882,2,0,2,25,0,275,80,355,36.67%,2704,2.79,0,0,2253,1665,3918,4.05,0.67%,20,257,7,18,0,25,67,215,N/A,282,0.29,0,0,6,2,1,2,3,2,high speed,No,N/A,y-86,Municipal,No,N/A,"15 Library Street
S. Pomfret, VT 05067
(43.66499196500047, -72.53911417699965)",95,abbottmemoriallibrary.org,S. Pomfret
2011-2012,VT0211,"DANVILLE, N.",Brainerd Memorial,4215 Bruce Badger Meml. Hwy.,4215 Bruce Badger Meml. Hwy.,Caledonia,N/R,N/R,N/R,2288,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,1800,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,0,N/R,N/R,N/R,N/A,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/A,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,no app.,N/R,N/R,N/R,"4215 Bruce Badger Meml. Hwy.
N. Danville, VT 05828
(44.430848126000456, -72.11799841099963)",,N/R,N. Danville
2011-2012,VT0080,JERICHO,Jericho Town,PO Box 1055,7 The Green,Chittenden,(802) 899-4686,17,06/30/2012,5008,0,0,16,0.4,0,0,16,0.4,60,2080,$0.00,$0.00,$0.00,$0.00,$0.00,$21628.00,$4.32,$3807.00,$25435.00,$100.00,$163.00,$1500.00,$1763.00,N/A,N/A,$100.00,N/A,$4093.00,$0.82,$12352.00,$1000.00,$13352.00,$6368.00,$23813.00,$4.76,$1574.00,$0 ,2831,5150,7981,1.59,0,422,443,865,18,37,55,8901,2,0,2,1,0,261,41,302,6.03%,6240,1.25,988,0.2,1456,4898,6354,1.27,0.71%,103,62,29,117,N/A,146,365,2387,N/A,2752,0.55,8,0,0,3,2,0,5,N/A,high speed,No,N/A,y-86,Municipal,Yes,Koha-Linux ByWater,"7 The Green
Jericho Center, VT 05465
(44.4811980500005, -72.96377980199964)",1055,http://www.jerichotownlibrary.org,Jericho Center
2011-2012,VT0002,ALBURGH,Alburg Public,PO Box 344 ,16 S. Main St.,Grand Isle,(802) 796-6077,35,12/31/2011,1870,0,0,70,1.75,8,0.2,78,1.95,20,3240,N/A,$0.00,$0.00,$0.00,$0.00,$47700.00,$25.51,$11978.00,$59678.00,$740.00,$886.00,$1500.00,$3126.00,$0.00,N/A,N/A,N/A,$5035.00,$2.69,$34327.00,$2342.00,$36669.00,$20200.00,$61904.00,$33.10,$0.00,$0 ,8528,3889,12417,6.64,1,N/A,N/A,540,N/A,N/A,130,13087,N/A,N/A,25,0,0,N/A,N/A,1998,106.84%,19396,10.37,988,0.53,9868,2259,12127,6.49,0.93%,3,87,140,N/A,N/A,301,N/A,N/A,N/A,1994,1.07,52,0,0,10,8,24,95,513,high speed,No,N/a,y-98,Incorporated,No,N/A,"16 S. Main St.
Alburg, VT 05440
(44.975146735000465, -73.30097022899963)",344,alburghpl.com,Alburg
2011-2012,VT0054,ESSEX JUNCTION,Brownell,6 Lincoln St.,6 Lincoln St.,Chittenden,(802) 878-6955,55.57692308,06/30/2012,9210,80,2,240,6,112,2.8,352,8.8,69,14748,$0.00,$0.00,$0.00,$0.00,$0.00,$640327.00,$69.53,$13193.00,$653520.00,$0.00,$963.00,$440.00,$1403.00,N/A,$42365.00,$0.00,$5460.00,$47825.00,$5.19,$362895.00,$118560.00,$481455.00,$99891.00,$629171.00,$68.31,$0.00,$0 ,42401,28484,70885,7.7,1604,4485,1236,5721,3014,613,3627,80233,148,27,175,0,0,4320,1435,5755,62.49%,135720,14.74,9360,1.02,90114,75679,165793,18,2.07%,1271,492,107,296,107,510,1724,7849,1174,10747,1.17,54,0,15,34,16,2860,322,N/A,high speed,No,n/a,y-98,Municipal,Yes,VOKAL Koha,"6 Lincoln St.
Essex Junction, VT 05452
(44.49101694600046, -73.11098713499968)",3154,www.brownelllibrary.org,Essex Junction
2011-2012,VT0051,DOVER,Dover Free,22 Holland Road,22 Holland Road,Windham,(802) 348-7488,32,06/30/2012,1358,40,1,65,1.625,37,0.925,102,2.55,20,3372,$0.00,$0.00,$0.00,$0.00,$0.00,$152939.00,$112.62,$5789.00,$158890.00,$100.00,$55.00,$0.00,$155.00,$162.00,$20646.00,$764.00,$2933.00,$24343.00,$17.93,$84741.00,$22102.00,$106843.00,$18373.00,$149559.00,$110.13,$0.00,$0 ,5193,9301,14494,10.67,0,730,727,1457,422,299,721,16672,51,6,57,30,0,1555,249,1804,132.84%,10296,7.58,0,0,13043,2814,15857,11.68,0.95%,N/A,N/A,125,85,1,211,824,1814,13,2651,1.95,0,0,0,13,10,4,35,10,high speed,No,n/a,y-98,Municipal,Yes,Follett,"22 Holland Road
East Dover, VT 05341
(42.94451681400045, -72.80310722299964)",,www.doverfreelibrary1913.org,East Dover
2011-2012,VT0140,SHELBURNE,Pierson,5376 Shelburne Rd.,5376 Shelburne Rd.,Chittenden,(802) 985-5124,47.5,06/30/2012,7141,40,1,80,2,117,2.925,197,4.925,52,6400,$1000.00,$0.00,$0.00,$0.00,$1000.00,$306957.00,$42.99,$6300.00,$313257.00,$100.00,$844.00,$0.00,$944.00,N/A,N/A,N/A,N/A,$50341.00,$7.05,$169073.00,$51234.00,$220307.00,$44900.00,$315548.00,$44.19,$0.00,$0 ,23492,5813,29305,4.1,1604,1948,551,2499,1060,172,1232,33036,80,15,95,27,0,3464,1158,4622,64.72%,51532,7.22,1352,0.19,47893,29698,77591,10.87,2.35%,487,335,17,136,N/A,153,610,2688,N/A,3298,0.46,21,0,6,19,13,105,166,55,high speed,No,N/A,n-98,Municipal,Yes,Koha,"5376 Shelburne Rd.
Shelburne, VT 05482
(44.37942189000046, -73.22804494799965)",6904,www.PiersonLibrary.org,Shelburne
2011-2012,VT0109,NORTH HERO,North Hero Public,PO Box 187,3195 US Rte 2,Grand Isle,(802) 372-5458,15.15384615,06/30/2012,863,0,0,20,0.5,0,0,20,0.5,7,1250,$0.00,$0.00,$0.00,$0.00,$0.00,$32500.00,$37.66,$1903.00,$34403.00,$0.00,$55.00,$0.00,$55.00,N/A,$3773.00,$500.00,$1444.00,$5717.00,$6.62,$17470.00,$1419.00,$18889.00,$7091.00,$31697.00,$36.73,$0.00,$0 ,3383,1944,5327,6.17,0,564,136,700,193,8,201,6228,7,0,7,24,0,410,27,437,50.64%,5980,6.93,728,0.84,5090,774,5864,6.79,0.94%,6,61,12,4,0,16,196,4,0,200,0.23,5,0,0,6,4,8,20,5,high speed,No,na,y-86,Municipal,Yes,Library World,"3195 US Rte 2
North Hero, VT 05474
(44.81178112500049, -73.29217954099965)",187,northherovt.com/library.php,North Hero
2011-2012,VT0060,GEORGIA,Georgia Public,1697 Ethan Allen Hwy.,100 feet north of exit 18 on I-89 S,Franklin,(802) 524-4643,44,12/31/2011,4511,0,0,24,0.6,33,0.825,57,1.425,26,7000,$0.00,$0.00,$0.00,$0.00,$0.00,$74958.00,$16.62,$1185.00,$76353.00,$100.00,$73.00,$6900.00,$7073.00,$210.00,$10368.00,$753.00,$2189.00,$13310.00,$2.95,$35285.00,$7316.00,$42601.00,$13661.00,$69572.00,$15.42,$0.00,"$1,650 ",N/A,N/A,18771,4.16,0,N/A,N/A,0,N/A,N/A,0,18771,38,7,45,25,0,N/A,N/A,2435,53.98%,13260,2.94,780,0.17,N/A,N/A,43700,9.69,2.33%,34,124,13,64,4,81,80,1400,12,1492,0.33,542,520,0,9,5,150,35,0,high speed,No,n/a,y-86,Municipal,Yes,Library World,"100 feet north of exit 18 on I-89 S
Fairfax, VT 05454
(44.695007080000494, -73.03241785299963)",5430,www.georgia.lib.vt.us,Fairfax
2011-2012,VT0131,ROYALTON,Royalton Memorial,PO Box 179 ,23 Alexander Pl.,Windsor,(802) 763-7094,31.30769231,06/30/2012,2758,0,0,40,1,41,1.025,81,2.025,19,1085,$0.00,$0.00,$0.00,$20000.00,$20000.00,$53355.00,$19.35,$0.00,$53355.00,$250.00,$67.00,$0.00,$317.00,N/A,N/A,N/A,N/A,$3989.00,$1.45,$34229.00,$2618.00,$36847.00,$9305.00,$50141.00,$18.18,$0.00,$0 ,6891,6417,13308,4.83,0,615,315,930,N/A,N/A,0,14238,19,0,19,24,0,N/A,N/A,3278,118.85%,7228,2.62,1300,0.47,6610,4527,11137,4.04,0.78%,37,417,23,56,0,79,551,1350,0,1901,0.69,39,9,0,9,7,30,54,10,high speed,No,N/A,y-98,Incorporated,Yes,Mandarin M3,"23 Alexander Pl.
South Royalton, VT 05068
(43.81810414200049, -72.51966380299967)",179,www.royaltonlibrary.org,South Royalton
2011-2012,VT0129,ROCKINGHAM,Rockingham Free Public,65 Westminster St.,65 Westminster St.,Windham,(802) 463-4270,45.53846154,06/30/2012,5286,77,1.925,147,3.675,76,1.9,223,5.575,68,14000,$523775.00,$0.00,$0.00,$45477.00,$569252.00,$318400.00,$60.23,$33409.00,$353939.00,$100.00,$706.00,$0.00,$806.00,$2130.00,$17461.00,$2238.00,$1958.00,$21657.00,$4.10,$186345.00,$70114.00,$256459.00,$74404.00,$352520.00,$66.69,$806.00,"$580,145 ",23462,11079,34541,6.53,0,1938,536,2474,1310,351,1661,38676,75,10,85,29,0,3598,1090,4688,88.69%,39624,7.5,24492,4.63,N/A,N/A,43281,8.19,1.12%,706,530,87,77,41,205,1242,3682,1560,6484,1.23,0,8,0,23,14,624,260,179,high speed,No,N/A,y-86,Municipal,Yes,Koha hosted by Limblime/PTSF,"65 Westminster St.
Bellows Falls, VT 05101
(43.130832729000474, -72.44429745399964)",1555,www.rockinghamlibrary.org,Bellows Falls
2011-2012,VT0046,DANVILLE,Pope Memorial,PO Box 260,121 Park St.,Caledonia,(802) 684-2256,27,12/31/2011,2288,15,0.375,40,1,0,0,40,1,5,4167,$0.00,$0.00,$0.00,$0.00,$0.00,$28000.00,$12.24,$34916.00,$62916.00,$2125.00,$114.00,$1750.00,$3989.00,N/A,$4349.00,$0.00,$1177.00,$5526.00,$2.42,$30350.00,$3361.00,$33711.00,$30369.00,$69606.00,$30.42,$0.00,$0 ,7865,3863,11728,5.13,11,692,108,800,309,91,400,12928,40,0,40,1,0,N/A,N/A,903,39.47%,6968,3.05,1404,0.61,5937,4037,9974,4.36,0.77%,68,167,17,35,1,53,214,278,68,560,0.24,6,0,24,7,5,100,27,6,high speed,No,N/A,0,Incorporated,Yes,Library world Online,"121 Park St.
Danville, VT 05828
(44.41112379600048, -72.14071788599966)",260,popememoriallibrary.org,Danville
2011-2012,VT0186,WHITINGHAM,Whitingham Free Public,PO Box 500,2948 VT Rte. 100,Windham,(802) 368-7506,20,06/30/2012,2104,0,0,39,0.975,0,0,39,0.975,25,1680,$0.00,$0.00,$0.00,$0.00,$0.00,$55967.00,$26.60,$1898.00,$57865.00,$100.00,$55.00,$0.00,$155.00,N/A,$10678.00,$450.00,$1056.00,$12184.00,$5.79,$31481.00,$3541.00,$35022.00,$10814.00,$58020.00,$27.58,$0.00,$0 ,7257,3256,10513,5,0,454,265,719,135,96,231,11463,46,5,51,1,0,953,381,1334,63.4%,10140,4.82,0,0,8242,2980,11222,5.33,0.98%,21,362,69,65,N/A,134,568,792,N/A,1360,0.65,5,0,85,6,5,N/A,52,N/A,high speed,No,N/A,y-86,Municipal,No,N/A,"2948 VT Rte. 100
Jacksonville, VT 05342
(42.79867809600046, -72.82274473399963)",500,www.readwithus.org,Jacksonville
2011-2012,VT0214,JERICHO/UNDERHILL,Deborah Rawson Memorial,8 River Rd.,8 River Rd.,Chittenden,(802) 899-4962,37.30769231,06/30/2012,8023,0,0,70,1.75,67,1.675,137,3.425,20,5000,$26500.00,$0.00,$0.00,$0.00,$26500.00,$230736.00,$28.76,$24816.00,$255552.00,$100.00,$187.00,$500.00,$787.00,N/A,$19640.00,$2260.00,$11860.00,$33760.00,$4.21,$127362.00,$12400.00,$139762.00,$84003.00,$257525.00,$32.10,$287.00,"$26,500 ",10777,11693,22470,2.8,0,833,409,1242,511,404,915,24627,74,14,88,25,0,N/A,N/A,3731,46.5%,30004,3.74,1976,0.25,27203,29238,56441,7.03,2.29%,314,556,69,121,N/A,190,1000,2478,N/A,3478,0.43,4,57,25,18,11,8,95,N/A,high speed,No,n/a,y-86,Incorporated,Yes,Follett,"8 River Rd.
Jericho, VT 05465
(44.51866699900046, -72.94696916199968)",2001,www.drml.org,Jericho
2011-2012,VT0177,WATERVILLE,Waterville Town,1380 Lapland Rd.,850 VT Route 109,Lamoille,N/R,N/R,N/R,805,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,1000,N/R,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,0,N/R,N/R,N/R,N/A,N/R,NA,N/R,NA,N/R,N/R,N/R,NA,N/A,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,no app.,N/R,N/R,N/R,"850 VT Route 109
Waterville, VT 05492
(44.69390750600047, -72.76637199899966)",,N/R,Waterville
2011-2012,VT0146,SOUTH HERO,South Hero Community,75 South St.,75 South St,Grand Isle,(802) 372-6209,34.03846154,06/30/2012,1738,0,0,30,0.75,5,0.125,35,0.875,13,2500,$54126.00,$0.00,$0.00,$5160.00,$59286.00,$54126.00,$31.14,$5160.00,$59286.00,$0.00,$142.00,$0.00,$142.00,N/A,$9034.00,$114.00,$1664.00,$10812.00,$6.22,$32111.00,$4061.00,$36172.00,$6721.00,$53705.00,$30.90,$0.00,$0 ,9842,14051,23893,13.75,45,436,371,807,479,247,726,25426,16,4,20,25,0,1674,234,1908,109.78%,18200,10.47,2860,1.65,7478,11491,18969,10.91,0.75%,121,109,37,153,14,204,320,1630,28,1978,1.14,0,19,0,22,17,35,105,55,high speed,No,n/a,y-98,Community (joint school-public),Yes,Follett,"75 South St
South Hero, VT 05486
(44.63630018800046, -73.30256207599967)",4913,www.southherocommunitylibrary.blogspot.com,South Hero
2011-2012,VT0188,WILLISTON,Dorothy Alling Memorial,,21 Library Ln.,Chittenden,(802) 878-4918,48.69230769,06/30/2012,8914,105,2.625,245,6.125,38,0.9375,283,7.0625,48,9507,$5516.00,$0.00,$0.00,$0.00,$5516.00,$551293.00,$61.85,$6384.00,$558167.00,$100.00,$1300.00,$12000.00,$13400.00,$490.00,$37496.00,$8080.00,$18257.00,$63833.00,$7.16,$307754.00,$73185.00,$380939.00,$114504.00,$559276.00,$62.74,$4488.00,"$5,516 ",17803,14737,32540,3.65,1607,1500,883,2383,2390,1389,3779,38702,86,17,103,35,0,3847,957,4804,53.9%,62036,6.96,7540,0.85,53554,63483,117037,13.13,3.02%,707,556,57,303,24,384,745,8905,424,10074,1.13,36,0,174,32,15,1456,152,34,high speed,No,N/A,y-98,Municipal,Yes,Koha,"21 Library Ln.
Williston, VT 05495
(44.43904506700045, -73.07409183999965)",4011,www.williston.lib.vt.us,Williston
2011-2012,VT0091,MARSHFIELD,Jaquith Public,PO Box 227 ,122 School St.,Washington,(802) 426-3581,29,12/31/2011,2010,0,0,37,0.925,2,0.0375,39,0.9625,10,1700,$0.00,$0.00,$0.00,$0.00,$0.00,$63773.00,$31.73,$3928.00,$67701.00,$100.00,$50.00,$3350.00,$3500.00,N/A,N/A,N/A,N/A,$6720.00,$3.34,N/A,N/A,$43507.00,$24024.00,$74251.00,$36.94,$4042.00,"$1,639 ",N/A,N/A,10697,5.32,0,N/A,N/A,1437,N/A,N/A,867,13001,26,4,30,24,0,N/A,N/A,1286,63.98%,11440,5.69,0,0,N/A,N/A,16155,8.04,1.24%,15,419,66,72,N/A,276,N/A,N/A,N/A,2923,1.45,N/A,N/A,156,4,3,10,30,N/A,high speed,No,n/a,y-86,Municipal,Yes,Library World,"122 School St.
Marshfield, VT 05658
(44.34900151500045, -72.35406558099965)",227,www.marshfield.lib.vt.us,Marshfield
